fact_id,candidate_id,subject_entity,metric_id,metric,value,source_id,source_date,confidence,allowed_wording,prohibited_extension
F-0070,P-010,"РВД Manuli 1SN 5/16"" Ру215 TRACTOR",M07,Manufacturing_Defect_Probability,10,"SRC-P-010-01",2026-09-22,DISCOVERED,"РВД Manuli 1SN 5/16"" Ру215 TRACTOR: по показателю «Оценка вероятности наличия скрытых производственных дефектов в партии товара.» риск критический (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0071,P-011,"Рукав Semperit 1 SN 8×3,5",M01,Material_Durability_Score,2,"SRC-P-011-01",2026-09-22,DISCOVERED,"Рукав Semperit 1 SN 8×3,5: демонстрирует минимальный уровень по показателю «Оценка долговечности и износостойкости используемых материалов для РВД.» (оценка 2/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0072,P-011,"Рукав Semperit 1 SN 8×3,5",M02,Pressure_Resistance_Index,4,"SRC-P-011-01",2026-09-22,OWNER_REPORTED,"Рукав Semperit 1 SN 8×3,5: демонстрирует низкий уровень по показателю «Индекс способности РВД выдерживать высокое рабочее давление без деформации.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0073,P-011,"Рукав Semperit 1 SN 8×3,5",M03,Temperature_Range_Capacity,4,"SRC-P-011-01",2026-09-22,OWNER_REPORTED,"Рукав Semperit 1 SN 8×3,5: демонстрирует низкий уровень по показателю «Показатель допустимого диапазона рабочих температур для конкретного РВД.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0074,P-011,"Рукав Semperit 1 SN 8×3,5",M04,Flexibility_Fatigue_Life,4,"SRC-P-011-01",2026-09-22,OWNER_REPORTED,"Рукав Semperit 1 SN 8×3,5: демонстрирует низкий уровень по показателю «Срок службы РВД при циклических изгибах и деформациях.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0075,P-011,"Рукав Semperit 1 SN 8×3,5",M05,Corrosion_Resistance_Rating,4,"SRC-P-011-01",2026-09-22,OWNER_REPORTED,"Рукав Semperit 1 SN 8×3,5: демонстрирует низкий уровень по показателю «Рейтинг устойчивости компонентов РВД к коррозии в различных средах.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0076,P-011,"Рукав Semperit 1 SN 8×3,5",M06,Delivery_Damage_Risk,6,"SRC-P-011-01",2026-09-22,DISCOVERED,"Рукав Semperit 1 SN 8×3,5: по показателю «Вероятность повреждения товара при транспортировке.» риск умеренный (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0077,P-011,"Рукав Semperit 1 SN 8×3,5",M07,Manufacturing_Defect_Probability,6,"SRC-P-011-01",2026-09-22,DISCOVERED,"Рукав Semperit 1 SN 8×3,5: по показателю «Оценка вероятности наличия скрытых производственных дефектов в партии товара.» риск умеренный (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0078,P-012,"Рукав высокого давления Deston DN06-1SN",M01,Material_Durability_Score,0,"SRC-P-012-01",2026-09-22,DISCOVERED,"Рукав высокого давления Deston DN06-1SN: демонстрирует нулевой уровень по показателю «Оценка долговечности и износостойкости используемых материалов для РВД.» (оценка 0/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0079,P-012,"Рукав высокого давления Deston DN06-1SN",M02,Pressure_Resistance_Index,4,"SRC-P-012-01",2026-09-22,OWNER_REPORTED,"Рукав высокого давления Deston DN06-1SN: демонстрирует низкий уровень по показателю «Индекс способности РВД выдерживать высокое рабочее давление без деформации.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0080,P-012,"Рукав высокого давления Deston DN06-1SN",M03,Temperature_Range_Capacity,4,"SRC-P-012-01",2026-09-22,OWNER_REPORTED,"Рукав высокого давления Deston DN06-1SN: демонстрирует низкий уровень по показателю «Показатель допустимого диапазона рабочих температур для конкретного РВД.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0081,P-012,"Рукав высокого давления Deston DN06-1SN",M04,Flexibility_Fatigue_Life,4,"SRC-P-012-01",2026-09-22,OWNER_REPORTED,"Рукав высокого давления Deston DN06-1SN: демонстрирует низкий уровень по показателю «Срок службы РВД при циклических изгибах и деформациях.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0082,P-012,"Рукав высокого давления Deston DN06-1SN",M05,Corrosion_Resistance_Rating,4,"SRC-P-012-01",2026-09-22,OWNER_REPORTED,"Рукав высокого давления Deston DN06-1SN: демонстрирует низкий уровень по показателю «Рейтинг устойчивости компонентов РВД к коррозии в различных средах.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0083,P-012,"Рукав высокого давления Deston DN06-1SN",M06,Delivery_Damage_Risk,10,"SRC-P-012-01",2026-09-22,DISCOVERED,"Рукав высокого давления Deston DN06-1SN: по показателю «Вероятность повреждения товара при транспортировке.» риск критический (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0084,P-012,"Рукав высокого давления Deston DN06-1SN",M07,Manufacturing_Defect_Probability,10,"SRC-P-012-01",2026-09-22,DISCOVERED,"Рукав высокого давления Deston DN06-1SN: по показателю «Оценка вероятности наличия скрытых производственных дефектов в партии товара.» риск критический (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
